Series Name,Series Code,Country Name,Country Code,2023 [YR2023]
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Canada,CAN,1.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cayman Islands,CYM,1.531
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Central African Republic,CAF,6.012
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chad,TCD,6.12
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Channel Islands,CHI,1.37
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Chile,CHL,1.167
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,China,CHN,0.999
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Colombia,COL,1.645
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Comoros,COM,3.878
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Dem. Rep.",COD,6.051
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Congo, Rep.",COG,4.157
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Costa Rica,CRI,1.33
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cote d'Ivoire,CIV,4.283
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Croatia,HRV,1.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cuba,CUB,1.439
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Curacao,CUW,1.2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Cyprus,CYP,1.389
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Czechia,CZE,1.45
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Denmark,DNK,1.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Djibouti,DJI,2.609
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominica,DMA,1.484
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Dominican Republic,DOM,2.243
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ecuador,ECU,1.823
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Egypt, Arab Rep.",EGY,2.75
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,El Salvador,SLV,1.775
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Equatorial Guinea,GNQ,4.081
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eritrea,ERI,3.713
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Estonia,EST,1.31
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ethiopia,ETH,3.989
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Faroe Islands,FRO,1.8586
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Fiji,FJI,2.281
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Finland,FIN,1.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,France,FRA,1.66
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,French Polynesia,PYF,1.501
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gabon,GAB,3.647
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Gambia, The",GMB,4.006
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Georgia,GEO,1.81
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Germany,DEU,1.39
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ghana,GHA,3.397
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Gibraltar,GIB,1.888
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greece,GRC,1.32
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Greenland,GRL,1.769
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Grenada,GRD,1.487
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guam,GUM,2.781
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guatemala,GTM,2.311
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea,GIN,4.217
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guinea-Bissau,GNB,3.836
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Guyana,GUY,2.412
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Haiti,HTI,2.656
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Honduras,HND,2.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Hong Kong SAR, China",HKG,0.751
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Hungary,HUN,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iceland,ISL,1.59
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,India,IND,1.975
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Indonesia,IDN,2.127
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Iran, Islamic Rep.",IRN,1.695
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Iraq,IRQ,3.249
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ireland,IRL,1.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Isle of Man,IMN,1.548
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Israel,ISR,2.85
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Italy,ITA,1.2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jamaica,JAM,1.358
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Japan,JPN,1.2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2.639
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,3.012
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,3.208
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,3.147
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People's Rep.",PRK,1.78
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,0.721
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,XKX,1.545
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kuwait,KWT,1.524
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kyrgyz Republic,KGZ,2.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lao PDR,LAO,2.421
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Latvia,LVA,1.36
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lebanon,LBN,2.239
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lesotho,LSO,2.694
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liberia,LBR,3.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Libya,LBY,2.355
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Liechtenstein,LIE,1.45
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Lithuania,LTU,1.18
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Luxembourg,LUX,1.25
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Macao SAR, China",MAC,0.586
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,North Macedonia,MKD,1.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Madagascar,MDG,3.972
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malawi,MWI,3.648
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malaysia,MYS,1.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Maldives,MDV,1.575
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mali,MLI,5.614
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Malta,MLT,1.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Marshall Islands,MHL,2.919
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritania,MRT,4.697
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mauritius,MUS,1.39
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mexico,MEX,1.91
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Micronesia, Fed. Sts.",FSM,2.748
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Moldova,MDA,1.731
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Monaco,MCO,2.11
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mongolia,MNG,2.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Montenegro,MNE,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Morocco,MAR,2.23
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Mozambique,MOZ,4.763
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Myanmar,MMR,2.115
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Namibia,NAM,3.212
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nauru,NRU,3.331
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nepal,NPL,1.984
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Netherlands,NLD,1.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Caledonia,NCL,1.98
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,New Zealand,NZL,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nicaragua,NIC,2.218
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Niger,NER,6.061
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Nigeria,NGA,4.482
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Northern Mariana Islands,MNP,2.348
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Norway,NOR,1.4
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Oman,OMN,2.525
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Pakistan,PAK,3.605
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Palau,PLW,1.907
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Panama,PAN,2.119
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Papua New Guinea,PNG,3.099
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Paraguay,PRY,2.422
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Peru,PER,1.98
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Philippines,PHL,1.916
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Poland,POL,1.158
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Portugal,PRT,1.44
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Puerto Rico (US),PRI,0.92
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Qatar,QAT,1.729
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Romania,ROU,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Russian Federation,RUS,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Rwanda,RWA,3.698
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Samoa,WSM,3.829
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,San Marino,SMR,1.149
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sao Tome and Principe,STP,3.644
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Saudi Arabia,SAU,2.28
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Senegal,SEN,3.818
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Serbia,SRB,1.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Seychelles,SYC,2.02
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sierra Leone,SLE,3.791
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Singapore,SGP,0.97
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sint Maarten (Dutch part),SXM,1.447
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovak Republic,SVK,1.49
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Slovenia,SVN,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Solomon Islands,SLB,3.557
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Somalia, Fed. Rep.",SOM,6.132
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Africa,ZAF,2.216
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,South Sudan,SSD,3.864
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Spain,ESP,1.12
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sri Lanka,LKA,1.974
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Kitts and Nevis,KNA,1.505
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Lucia,LCA,1.379
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Martin (French part),MAF,2.718
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,St. Vincent and the Grenadines,VCT,1.775
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sudan,SDN,4.323
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Suriname,SUR,2.249
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Eswatini,SWZ,2.753
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Sweden,SWE,1.45
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Switzerland,CHE,1.33
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Syrian Arab Republic,SYR,2.712
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tajikistan,TJK,3.072
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tanzania,TZA,4.606
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Thailand,THA,1.212
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Timor-Leste,TLS,2.707
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Togo,TGO,4.192
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tonga,TON,3.129
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Trinidad and Tobago,TTO,1.532
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tunisia,TUN,1.832
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkiye,TUR,1.51
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turkmenistan,TKM,2.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Turks and Caicos Islands,TCA,1.463
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Tuvalu,TUV,3.208
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uganda,UGA,4.283
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Ukraine,UKR,0.977
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Arab Emirates,ARE,1.2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United Kingdom,GBR,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,United States,USA,1.6165
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uruguay,URY,1.409
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Uzbekistan,UZB,3.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Vanuatu,VUT,3.596
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Venezuela, RB",VEN,2.079
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Viet Nam,VNM,1.913
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Virgin Islands (U.S.),VIR,1.98
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,West Bank and Gaza,PSE,3.311
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Yemen, Rep.",YEM,4.59
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zambia,ZMB,4.101
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Zimbabwe,ZWE,3.724
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Afghanistan,AFG,64.068
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Albania,ALB,12.789
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Algeria,DZA,8.698
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,American Samoa,ASM,34.181
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Andorra,AND,3.48
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Angola,AGO,140.84
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Antigua and Barbuda,ATG,32.932
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Argentina,ARG,26.414
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Armenia,ARM,13.445
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Aruba,ABW,18.788
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Australia,AUS,6.715
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Austria,AUT,3.836
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Azerbaijan,AZE,34.767
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Bahamas, The",BHS,24.564
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bahrain,BHR,7.535
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bangladesh,BGD,73.179
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Barbados,BRB,45.332
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belarus,BLR,8.595
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belgium,BEL,3.67
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Belize,BLZ,55.232
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Benin,BEN,77.844
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bermuda,BMU,1.546
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bhutan,BTN,9.364
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bolivia,BOL,64.848
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bosnia and Herzegovina,BIH,11.217
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Botswana,BWA,53.805
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Brazil,BRA,42.686
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,British Virgin Islands,VGB,15.27
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Brunei Darussalam,BRN,8.518
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Bulgaria,BGR,39.098
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Burkina Faso,BFA,87.082
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Burundi,BDI,53.364
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cabo Verde,CPV,38.755
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cambodia,KHM,46.89
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cameroon,CMR,106.661
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Canada,CAN,4.805
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cayman Islands,CYM,11.338
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Central African Republic,CAF,163.093
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Chad,TCD,134.738
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Channel Islands,CHI,8.681
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Chile,CHL,6.542
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,China,CHN,5.227
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Colombia,COL,59.473
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Comoros,COM,55.233
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Congo, Dem. Rep.",COD,106.884
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Congo, Rep.",COG,109.88
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Costa Rica,CRI,26.251
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cote d'Ivoire,CIV,92.085
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Croatia,HRV,6.57
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cuba,CUB,48.674
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Curacao,CUW,12.954
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Cyprus,CYP,6.981
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Czechia,CZE,5.979
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Denmark,DNK,1.14
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Djibouti,DJI,18.972
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Dominica,DMA,34.138
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Dominican Republic,DOM,52.774
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ecuador,ECU,55.531
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Egypt, Arab Rep.",EGY,41.754
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,El Salvador,SLV,54.23
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Equatorial Guinea,GNQ,150.442
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Eritrea,ERI,65.177
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Estonia,EST,5.026
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ethiopia,ETH,69.865
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Faroe Islands,FRO,4.672
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Fiji,FJI,21.169
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Finland,FIN,3.095
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,France,FRA,3.507
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,French Polynesia,PYF,24.344
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Gabon,GAB,91.707
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Gambia, The",GMB,58.094
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Georgia,GEO,21.137
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Germany,DEU,5.473
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ghana,GHA,58.238
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Gibraltar,GIB,8.8
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greece,GRC,7.044
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greenland,GRL,36.101
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Grenada,GRD,29.088
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guam,GUM,33.39
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guatemala,GTM,68.269
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea,GIN,118.577
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea-Bissau,GNB,81.981
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guyana,GUY,69.927
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Haiti,HTI,49.775
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Honduras,HND,82.079
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Hong Kong SAR, China",HKG,1.12
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Hungary,HUN,17.537
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Iceland,ISL,3.369
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,India,IND,14.06
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Indonesia,IDN,26.419
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Iran, Islamic Rep.",IRN,26.204
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Iraq,IRQ,58.006
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ireland,IRL,4.069
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Isle of Man,IMN,8.685
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Israel,ISR,6.204
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Italy,ITA,2.852
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jamaica,JAM,36.541
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Japan,JPN,1.737
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jordan,JOR,18.425
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kazakhstan,KAZ,18.235
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kenya,KEN,56.313
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kiribati,KIR,44.026
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Korea, Dem. People's Rep.",PRK,0.512
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Korea, Rep.",KOR,0.537
